code,icao,ident,name,city,state,lat,lon,type,runways
SUU,KSUU,KSUU,Travis Air Force Base,Fairfield,CA,38.262699,-121.927002,medium_airport,2.0
TCC,KTCC,KTCC,Tucumcari Municipal Airport,Tucumcari,NM,35.182800293,-103.602996826,medium_airport,2.0
SUS,KSUS,KSUS,Spirit of St Louis Airport,St Louis,MO,38.662102,-90.652,medium_airport,2.0
FDY,KFDY,KFDY,Findlay Airport,Findlay,OH,41.0135002136,-83.66870117190001,medium_airport,2.0
FAY,KFAY,KFAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,NC,34.991199,-78.880302,medium_airport,2.0
GPT,KGPT,KGPT,Gulfport Biloxi International Airport,Gulfport,MS,30.405582,-89.069836,medium_airport,2.0
FPR,KFPR,KFPR,Treasure Coast International Airport,Fort Pierce,FL,27.4951,-80.368301,medium_airport,2.0
ELY,KELY,KELY,Ely Airport Yelland Field,Ely,NV,39.29970169,-114.8420029,medium_airport,2.0
SMO,KSMO,KSMO,Santa Monica Municipal Airport,Santa Monica,CA,34.0158,-118.450996,medium_airport,1.0
GDV,KGDV,KGDV,Dawson Community Airport,Glendive,MT,47.137658,-104.80691,medium_airport,2.0
SMN,KSMN,KSMN,Lemhi County Airport,Salmon,ID,45.122233,-113.88196,medium_airport,1.0
TIK,KTIK,KTIK,Tinker Air Force Base,Oklahoma City,OK,35.4147,-97.386597,medium_airport,2.0
SME,KSME,KSME,Lake Cumberland Regional Airport,Somerset,KY,37.0533981323,-84.6158981323,medium_airport,1.0
GFK,KGFK,KGFK,Grand Forks International Airport,Grand Forks,ND,47.949299,-97.176102,medium_airport,4.0
GFL,KGFL,KGFL,Floyd Bennett Memorial Airport,Glens Falls,NY,43.3412017822,-73.6102981567,medium_airport,2.0
GGG,KGGG,KGGG,East Texas Regional Airport,Longview,TX,32.38399887084961,-94.71150207519533,medium_airport,2.0
GGW,KGGW,KGGW,Glasgow Valley County Airport Wokal Field,Glasgow,MT,48.212502,-106.614998,medium_airport,2.0
SLN,KSLN,KSLN,Salina Municipal Airport,Salina,KS,38.79100036621094,-97.6521987915039,medium_airport,4.0
SLK,KSLK,KSLK,Adirondack Regional Airport,Saranac Lake,NY,44.38691,-74.204629,medium_airport,2.0
GCN,KGCN,KGCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,AZ,35.9524,-112.147003,medium_airport,1.0
EKA,KEKA,KEKA,Murray Field,Eureka,CA,40.803398,-124.112999,medium_airport,1.0
SLE,KSLE,KSLE,Salem-Willamette Valley Airport/McNary Field,Salem,OR,44.9095,-123.002998,medium_airport,2.0
GLD,KGLD,KGLD,Goodland Municipal Airport,Goodland,KS,39.370701,-101.699753,medium_airport,2.0
GLH,KGLH,KGLH,Mid Delta Regional Airport,Greenville,MS,33.482899,-90.985603,medium_airport,2.0
TSM,KSKX,KSKX,Taos Regional Airport,Taos,NM,36.452494,-105.67749,medium_airport,1.0
GLS,KGLS,KGLS,Scholes International At Galveston Airport,Galveston,TX,29.265301,-94.860397,medium_airport,2.0
SKF,KSKF,KSKF,Lackland Air Force Base,San Antonio,TX,29.38419914,-98.58110046,medium_airport,1.0
GMU,KGMU,KGMU,Greenville Downtown Airport,Greenville,SC,34.847903,-82.350217,medium_airport,2.0
SKA,KSKA,KSKA,Fairchild Air Force Base,Spokane,WA,47.615101,-117.655998,medium_airport,1.0
SZL,KSZL,KSZL,Whiteman Air Force Base,Knob Noster,MO,38.730301,-93.547897,medium_airport,1.0
GNV,KGNV,KGNV,Gainesville Regional Airport,Gainesville,FL,29.6900997162,-82.2717971802,medium_airport,2.0
GON,KGON,KGON,Groton New London Airport,Groton,CT,41.330101,-72.045097,medium_airport,2.0
GJT,KGJT,KGJT,Grand Junction Regional Airport,Grand Junction,CO,39.126663,-108.529387,medium_airport,2.0
FRG,KFRG,KFRG,Republic Airport,East Farmingdale,NY,40.728576,-73.414267,medium_airport,2.0
EKN,KEKN,KEKN,Elkins-Randolph County Regional Airport,Elkins,WV,38.889759,-79.857651,medium_airport,2.0
EKO,KEKO,KEKO,Elko Regional Airport,Elko,NV,40.82490158081055,-115.79199981689452,medium_airport,2.0
FRI,KFRI,KFRI,Marshall Army Air Field,Fort Riley (Junction City),KS,39.053021,-96.764202,medium_airport,1.0
SQL,KSQL,KSQL,San Carlos Airport,San Carlos,CA,37.51313,-122.250838,medium_airport,
FSD,KFSD,KFSD,Sioux Falls Regional Airport,Sioux Falls,SD,43.585463,-96.741152,medium_airport,3.0
FSI,KFSI,KFSI,Henry Post Army Air Field,Fort Sill,OK,34.649799,-98.402199,medium_airport,1.0
LYU,KELO,KELO,Ely Municipal Airport,Ely,MN,47.82450104,-91.83070374,medium_airport,1.0
TEX,KTEX,KTEX,Telluride Regional Airport,Telluride,CO,37.9538,-107.907997,medium_airport,1.0
FSM,KFSM,KFSM,Fort Smith Regional Airport,Fort Smith,AR,35.336601,-94.367401,medium_airport,1.0
FST,KFST,KFST,Fort Stockton Pecos County Airport,Fort Stockton,TX,30.9157009125,-102.916000366,medium_airport,5.0
SPS,KSPS,KSPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,TX,33.9888,-98.491898,medium_airport,4.0
FTK,KFTK,KFTK,Godman Army Air Field,Fort Knox,KY,37.9071006775,-85.9720993042,medium_airport,2.0
FTW,KFTW,KFTW,Fort Worth Meacham International Airport,Fort Worth,TX,32.819919,-97.360818,medium_airport,2.0
GCK,KGCK,KGCK,Garden City Regional Airport,Garden City,KS,37.9275016785,-100.723999023,medium_airport,2.0
FTY,KFTY,KFTY,Fulton County Airport Brown Field,Atlanta,GA,33.7790985107,-84.5214004517,medium_airport,1.0
FWA,KFWA,KFWA,Fort Wayne International Airport,Fort Wayne,IN,40.978896,-85.194465,medium_airport,3.0
FXE,KFXE,KFXE,Fort Lauderdale Executive Airport,Fort Lauderdale,FL,26.1972999573,-80.1707000732,medium_airport,2.0
FYV,KFYV,KFYV,Drake Field,Fayetteville,AR,36.00510025024414,-94.17009735107422,medium_airport,1.0
SOW,KSOW,KSOW,Show Low Regional Airport,Show Low,AZ,34.264062,-110.007091,medium_airport,2.0
SNY,KSNY,KSNY,Sidney Municipal Airport Lloyd W Carr Field,Sidney,NE,41.101299,-102.985001,medium_airport,2.0
IAB,KIAB,KIAB,McConnell Air Force Base,Wichita,KS,37.621899,-97.268204,medium_airport,2.0
SNS,KSNS,KSNS,Salinas Municipal Airport,Salinas,CA,36.662799835205,-121.60600280762,medium_airport,2.0
ELM,KELM,KELM,Elmira Corning Regional Airport,Elmira/Corning,NY,42.1599006652832,-76.8916015625,medium_airport,2.0
ELD,KELD,KELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,AR,33.221001,-92.813301,medium_airport,1.0
GCC,KGCC,KGCC,Northeast Wyoming Regional Airport,Gillette,WY,44.3489,-105.539001,medium_airport,2.0
SMX,KSMX,KSMX,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,CA,34.898899,-120.457001,medium_airport,2.0
SPI,KSPI,KSPI,Abraham Lincoln Capital Airport,Springfield,IL,39.844101,-89.677902,medium_airport,3.0
SJT,KSJT,KSJT,San Angelo Regional Mathis Field,San Angelo,TX,31.35770034790039,-100.49600219726562,medium_airport,3.0
OCA,07FA,07FA,Ocean Reef Club Airport,Key Largo,FL,25.325399,-80.274803,medium_airport,1.0
ICT,KICT,KICT,Wichita Dwight D. Eisenhower National Airport,Wichita,KS,37.650314,-97.428583,medium_airport,3.0
PMD,KPMD,KPMD,Palmdale Regional Airport / USAF Plant 42 Airport,Palmdale,CA,34.629398,-118.084999,medium_airport,3.0
MOB,KMOB,KMOB,Mobile Regional Airport,Mobile,AL,30.6912,-88.242798,medium_airport,2.0
MOD,KMOD,KMOD,Modesto City Co-Harry Sham Field,Modesto,CA,37.625801,-120.954002,medium_airport,2.0
PLN,KPLN,KPLN,Pellston Regional Airport of Emmet County Airport,Pellston,MI,45.57089996,-84.79669952,medium_airport,2.0
MOT,KMOT,KMOT,Minot International Airport,Minot,ND,48.25801,-101.279123,medium_airport,2.0
PKB,KPKB,KPKB,Mid Ohio Valley Regional Airport,Parkersburg (Williamstown),WV,39.3451,-81.439201,medium_airport,2.0
MPV,KMPV,KMPV,Edward F Knapp State Airport,Barre/Montpelier,VT,44.20349884,-72.56230164,medium_airport,2.0
PIR,KPIR,KPIR,Pierre Regional Airport,Pierre,SD,44.38270187,-100.2860031,medium_airport,2.0
PIH,KPIH,KPIH,Pocatello Regional Airport,Pocatello,ID,42.9098014831543,-112.59600067138672,medium_airport,2.0
PIB,KPIB,KPIB,Hattiesburg Laurel Regional Airport,Moselle,MS,31.4671,-89.337097,medium_airport,1.0
MQY,KMQY,KMQY,Smyrna Airport,Smyrna,TN,36.0089988708,-86.5201034546,medium_airport,2.0
MRB,KMRB,KMRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,WV,39.40190125,-77.98459625,medium_airport,1.0
PIA,KPIA,KPIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,40.663841,-89.692631,medium_airport,2.0
MMU,KMMU,KMMU,Morristown Municipal Airport,Morristown,NJ,40.799062,-74.414949,medium_airport,2.0
MRY,KMRY,KMRY,Monterey Regional Airport,Monterey,CA,36.586777,-121.844183,medium_airport,2.0
MSN,KMSN,KMSN,Dane County Regional Truax Field,Madison,WI,43.1399,-89.337502,medium_airport,3.0
MSO,KMSO,KMSO,Missoula Montana Airport,Missoula,MT,46.915816,-114.091107,medium_airport,1.0
MSS,KMSS,KMSS,Massena International Airport Richards Field,Massena,NY,44.936157,-74.844304,medium_airport,2.0
MTC,KMTC,KMTC,Selfridge Air National Guard Base Airport,Mount Clemens,MI,42.613463,-82.836919,medium_airport,1.0
MTH,KMTH,KMTH,Florida Keys Marathon International Airport,Marathon,FL,24.726006,-81.05138,medium_airport,1.0
MTJ,KMTJ,KMTJ,Montrose Regional Airport,Montrose,CO,38.5098,-107.893997,medium_airport,2.0
MTN,KMTN,KMTN,Martin State Airport,Baltimore,MD,39.325699,-76.413803,medium_airport,1.0
MUI,KMUI,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Fort Indiantown Gap(Annville),PA,40.435214,-76.568661,medium_airport,1.0
MUO,KMUO,KMUO,Mountain Home Air Force Base,Mountain Home,ID,43.043598,-115.872002,medium_airport,1.0
PHF,KPHF,KPHF,Newport News Williamsburg International Airport,Newport News,VA,37.131901,-76.492996,medium_airport,2.0
PGV,KPGV,KPGV,Pitt-Greenville Airport,Greenville,NC,35.635535,-77.384262,medium_airport,2.0
PGD,KPGD,KPGD,Punta Gorda Airport,Punta Gorda,FL,26.9202,-81.990501,medium_airport,2.0
PGA,KPGA,KPGA,Page Municipal Airport,Page,AZ,36.924234,-111.447716,medium_airport,1.0
MSL,KMSL,KMSL,Northwest Alabama Regional Airport,Muscle Shoals,AL,34.745123,-87.612981,medium_airport,2.0
MWA,KMWA,KMWA,Veterans Airport of Southern Illinois,Marion,IL,37.751208,-89.016568,medium_airport,2.0
MMT,KMMT,KMMT,Mc Entire Joint National Guard Base,Eastover,SC,33.92079926,-80.80130005,medium_airport,1.0
MMH,KMMH,KMMH,Mammoth Yosemite Airport,Mammoth Lakes,CA,37.625381,-118.84306,medium_airport,1.0
PRX,KPRX,KPRX,Cox Field,Paris,TX,33.636600494385,-95.450798034668,medium_airport,3.0
MGC,KMGC,KMGC,Michigan City Municipal Airport,Michigan City,IN,41.7033,-86.821198,medium_airport,1.0
MGE,KMGE,KMGE,Dobbins Air Reserve Base,Marietta,GA,33.915401,-84.516296,medium_airport,2.0
MGM,KMGM,KMGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,AL,32.300598,-86.393997,medium_airport,2.0
PRC,KPRC,KPRC,Prescott Regional Airport - Ernest A. Love Field,Prescott,AZ,34.653502,-112.419883,medium_airport,3.0
MGW,KMGW,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,WV,39.643305,-79.917598,medium_airport,1.0
PRB,KPRB,KPRB,Paso Robles Municipal Airport,Paso Robles,CA,35.67290115,-120.6269989,medium_airport,2.0
MHK,KMHK,KMHK,Manhattan Regional Airport,Manhattan,KS,39.14099884033203,-96.6707992553711,medium_airport,2.0
PQI,KPQI,KPQI,Presque Isle International Airport,Presque Isle,ME,46.688999,-68.0448,medium_airport,2.0
MHR,KMHR,KMHR,Sacramento Mather Airport,Sacramento,CA,38.554744,-121.297989,medium_airport,2.0
MHT,KMHT,KMHT,Manchester-Boston Regional Airport,Manchester,NH,42.932598,-71.435699,medium_airport,2.0
MHV,KMHV,KMHV,Mojave Air &  Space Port,Mojave,CA,35.056391,-118.145342,medium_airport,3.0
MIB,KMIB,KMIB,Minot Air Force Base,Minot,ND,48.4156,-101.358002,medium_airport,1.0
PWY,KPNA,KPNA,Ralph Wenz Field,Pinedale,WY,42.79550171,-109.8069992,medium_airport,1.0
MIE,KMIE,KMIE,Delaware County Johnson Field,Muncie,IN,40.242298,-85.395897,medium_airport,2.0
POU,KPOU,KPOU,Dutchess County Airport,Poughkeepsie,NY,41.6265983581543,-73.88420104980469,medium_airport,1.0
MKC,KMKC,KMKC,Charles B. Wheeler Downtown Airport,Kansas City,MO,39.123199,-94.592796,medium_airport,2.0
MKG,KMKG,KMKG,Muskegon County Airport,Muskegon,MI,43.169498,-86.238197,medium_airport,2.0
MKL,KMKL,KMKL,McKellar-Sipes Regional Airport,Jackson,TN,35.599899,-88.915604,medium_airport,2.0
POE,KPOE,KPOE,Polk Army Air Field,Fort Polk,LA,31.0447998,-93.1917038,medium_airport,1.0
MLB,KMLB,KMLB,Melbourne Orlando International Airport,Melbourne,FL,28.102009,-80.641088,medium_airport,3.0
MLC,KMLC,KMLC,Mc Alester Regional Airport,Mc Alester,OK,34.882401,-95.783501,medium_airport,1.0
POB,KPOB,KPOB,Pope Field,Fort Bragg,NC,35.170898,-79.014503,medium_airport,2.0
MLI,KMLI,KMLI,Quad City International Airport,Moline,IL,41.448502,-90.5075,medium_airport,3.0
PNE,KPNE,KPNE,Northeast Philadelphia Airport,Philadelphia,PA,40.082406,-75.010614,medium_airport,2.0
MLS,KMLS,KMLS,Miles City Airport - Frank Wiley Field,Miles City,MT,46.427268,-105.885372,medium_airport,2.0
PNC,KPNC,KPNC,Ponca City Regional Airport,Ponca City,OK,36.73199844,-97.09980011,medium_airport,1.0
MLU,KMLU,KMLU,Monroe Regional Airport,Monroe,LA,32.510899,-92.037697,medium_airport,2.0
MIV,KMIV,KMIV,Millville Municipal Airport,Millville,NJ,39.367802,-75.072197,medium_airport,2.0
MFR,KMFR,KMFR,Rogue Valley International-Medford Airport,Medford,OR,42.374199,-122.873001,medium_airport,1.0
MWH,KMWH,KMWH,Grant County International Airport,Moses Lake,WA,47.20769882,-119.3199997,medium_airport,4.0
PDT,KPDT,KPDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,OR,45.695099,-118.841003,medium_airport,2.0
NYG,KNYG,KNYG,Quantico Marine Corps Airfield / Turner Field,Quantico,VA,38.501701,-77.305298,medium_airport,1.0
YUM,KNYL,KNYL,Yuma International Airport / Marine Corps Air Station Yuma,Yuma,AZ,32.650938,-114.609375,medium_airport,3.0
NZY,KNZY,KNZY,North Island Naval Air Station-Halsey Field,San Diego,CA,32.69919968,-117.2149963,medium_airport,2.0
OZR,KOZR,KOZR,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,AL,31.27569962,-85.71340179,medium_airport,2.0
OAJ,KOAJ,KOAJ,Albert J Ellis Airport,Richlands,NC,34.829201,-77.612099,medium_airport,1.0
OXR,KOXR,KOXR,Oxnard Airport,Oxnard,CA,34.200801849365,-119.20700073242,medium_airport,1.0
OCE,KOXB,KOXB,Ocean City Municipal Airport,Ocean City,MD,38.310398,-75.124001,medium_airport,2.0
OWD,KOWD,KOWD,Norwood Memorial Airport,Norwood,MA,42.1904983521,-71.1728973389,medium_airport,2.0
OFF,KOFF,KOFF,Offutt Air Force Base,Omaha,NE,41.119307,-95.90851,medium_airport,
OFK,KOFK,KOFK,Karl Stefan Memorial Airport,Norfolk,NE,41.985500335693,-97.435096740723,medium_airport,2.0
OWB,KOWB,KOWB,Owensboro Daviess County Airport,Owensboro,KY,37.74010086,-87.16680145,medium_airport,2.0
OGB,KOGB,KOGB,Orangeburg Municipal Airport,Orangeburg,SC,33.456798553467,-80.859497070312,medium_airport,2.0
OGD,KOGD,KOGD,Ogden Hinckley Airport,Ogden,UT,41.195899963379,-112.0120010376,medium_airport,2.0
NUW,KNUW,KNUW,Whidbey Island Naval Air Station (Ault Field),Oak Harbor,WA,48.351799,-122.655998,medium_airport,2.0
OGS,KOGS,KOGS,Ogdensburg International Airport,Ogdensburg,NY,44.6819,-75.4655,medium_airport,1.0
OTM,KOTM,KOTM,Ottumwa Regional Airport,Ottumwa,IA,41.106368,-92.449837,medium_airport,2.0
OTH,KOTH,KOTH,Southwest Oregon Regional Airport,North Bend,OR,43.41709899902344,-124.24600219726562,medium_airport,2.0
OSU,KOSU,KOSU,The Ohio State University Airport - Don Scott Field,Columbus,OH,40.0798,-83.072998,medium_airport,2.0
OSH,KOSH,KOSH,Wittman Regional Airport,Oshkosh,WI,43.98440170288086,-88.55699920654297,medium_airport,4.0
OLF,KOLF,KOLF,L M Clayton Airport,Wolf Point,MT,48.094501,-105.574997,medium_airport,1.0
OLM,KOLM,KOLM,Olympia Regional Airport,Olympia,WA,46.969399,-122.903,medium_airport,2.0
OLS,KOLS,KOLS,Nogales International Airport,Nogales,AZ,31.4177,-110.848,medium_airport,1.0
OLU,KOLU,KOLU,Columbus Municipal Airport,Columbus,NE,41.448145,-97.340174,medium_airport,2.0
ESD,KORS,KORS,Orcas Island Airport,Eastsound,WA,48.708199,-122.910004,medium_airport,
ORL,KORL,KORL,Orlando Executive Airport,Orlando,FL,28.5455,-81.332901,medium_airport,2.0
ORH,KORH,KORH,Worcester Regional Airport,Worcester,MA,42.2673,-71.875702,medium_airport,2.0
ONO,KONO,KONO,Ontario Municipal Airport,Ontario,OR,44.0198,-117.013289,medium_airport,1.0
ONP,KONP,KONP,Newport Municipal Airport,Newport,OR,44.580399,-124.057999,medium_airport,2.0
OCN,KOKB,KOKB,Oceanside Municipal Airport,Oceanside,CA,33.217947,-117.351683,medium_airport,
MWL,KMWL,KMWL,Mineral Wells Regional Airport,Mineral Wells,TX,32.781601,-98.060204,medium_airport,2.0
NUQ,KNUQ,KNUQ,Moffett Federal Airfield,Mountain View,CA,37.4161,-122.049004,medium_airport,2.0
NTD,KNTD,KNTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,CA,34.120300293,-119.121002197,medium_airport,2.0
MXF,KMXF,KMXF,Maxwell Air Force Base,Montgomery,AL,32.3829,-86.365799,medium_airport,2.0
PDK,KPDK,KPDK,DeKalb Peachtree Airport,Atlanta,GA,33.87633,-84.30213,medium_airport,3.0
MYL,KMYL,KMYL,McCall Municipal Airport,McCall,ID,44.888837,-116.101112,medium_airport,1.0
MYV,KMYV,KMYV,Yuba County Airport,Marysville,CA,39.09780121,-121.5699997,medium_airport,2.0
PBG,KPBG,KPBG,Plattsburgh International Airport,Plattsburgh,NY,44.650902,-73.468102,medium_airport,1.0
PBF,KPBF,KPBF,"Pine Bluff Regional Airport, Grider Field",Pine Bluff,AR,34.174121,-91.935643,medium_airport,1.0
PAO,KPAO,KPAO,Palo Alto Airport,Palo Alto,CA,37.461102,-122.114998,medium_airport,
NBG,KNBG,KNBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,LA,29.82530022,-90.03500366,medium_airport,2.0
PAM,KPAM,KPAM,Tyndall Air Force Base,Panama City,FL,30.069599,-85.575401,medium_airport,2.0
PAH,KPAH,KPAH,Barkley Regional Airport,Paducah,KY,37.06079864501953,-88.7738037109375,medium_airport,2.0
NEL,KNEL,KNEL,Lakehurst Maxfield Field Airport,Lakehurst,NJ,40.03329849,-74.353302,medium_airport,2.0
PAE,KPAE,KPAE,Seattle Paine Field International Airport,Everett,WA,47.9063,-122.281998,medium_airport,2.0
NEW,KNEW,KNEW,Lakefront Airport,New Orleans,LA,30.042400360107,-90.028297424316,medium_airport,3.0
NTU,KNTU,KNTU,Oceana Naval Air Station,Virginia Beach,VA,36.820702,-76.033501,medium_airport,4.0
NFL,KNFL,KNFL,Fallon Naval Air Station,Fallon,NV,39.41659927,-118.7009964,medium_airport,3.0
NGP,KNGP,KNGP,Naval Air Station Corpus Christi Truax Field,Corpus Christi,TX,27.6926,-97.2911,medium_airport,4.0
NGU,KNGU,KNGU,Norfolk Naval Station (Chambers Field),Norfolk,VA,36.937599,-76.289299,medium_airport,1.0
NHK,KNHK,KNHK,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,MD,38.285999,-76.411797,medium_airport,3.0
NIP,KNIP,KNIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,FL,30.2358,-81.680603,medium_airport,2.0
NJK,KNJK,KNJK,El Centro NAF Airport (Vraciu Field),El Centro,CA,32.829201,-115.671996,medium_airport,2.0
NKX,KNKX,KNKX,Miramar Marine Corps Air Station - Mitscher Field,San Diego,CA,32.86840057,-117.1429977,medium_airport,2.0
NLC,KNLC,KNLC,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,CA,36.33300018,-119.9520035,medium_airport,2.0
NPA,KNPA,KNPA,Naval Air Station Pensacola Forrest Sherman Field,Pensacola,FL,30.352699,-87.318604,medium_airport,3.0
NQA,KNQA,KNQA,Millington-Memphis Airport,Millington,TN,35.356701,-89.8703,medium_airport,1.0
NQI,KNQI,KNQI,Kingsville Naval Air Station,Kingsville,TX,27.5072002411,-97.8097000122,medium_airport,4.0
NQX,KNQX,KNQX,Naval Air Station Key West/Boca Chica Field,Key West,FL,24.57579994,-81.68890381,medium_airport,3.0
NRB,KNRB,KNRB,Naval Station Mayport / Admiral David L McDonald Field,Jacksonville,FL,30.3911,-81.424698,medium_airport,1.0
NSE,KNSE,KNSE,Whiting Field Naval Air Station - North,Milton,FL,30.7241993,-87.02189636,medium_airport,2.0
FWH,KNFW,KNFW,NAS Fort Worth JRB / Carswell Field,Fort Worth,TX,32.769199,-97.441498,medium_airport,1.0
MFE,KMFE,KMFE,McAllen Miller International Airport,McAllen,TX,26.176141,-98.237965,medium_airport,1.0
MFD,KMFD,KMFD,Mansfield Lahm Regional Airport,Mansfield,OH,40.82139968869999,-82.5166015625,medium_airport,2.0
PSC,KPSC,KPSC,Tri Cities Airport,Pasco,WA,46.264702,-119.119003,medium_airport,3.0
JHW,KJHW,KJHW,Chautauqua County-Jamestown Airport,Jamestown,NY,42.15425,-79.254008,medium_airport,2.0
JLN,KJLN,KJLN,Joplin Regional Airport,Joplin,MO,37.151798,-94.498299,medium_airport,2.0
JMS,KJMS,KJMS,Jamestown Regional Airport,Jamestown,ND,46.92969894,-98.67819977,medium_airport,2.0
USA,KJQF,KJQF,Concord-Padgett Regional Airport,Concord,NC,35.387798,-80.709099,medium_airport,1.0
ROA,KROA,KROA,Roanoke–Blacksburg Regional Airport,Roanoke,VA,37.3255,-79.975403,medium_airport,2.0
JST,KJST,KJST,John Murtha Johnstown Cambria County Airport,Johnstown,PA,40.31610107421875,-78.83390045166016,medium_airport,2.0
JXN,KJXN,KJXN,Jackson County Airport/Reynolds Field,Jackson,MI,42.260509,-84.463019,medium_airport,2.0
RNH,KRNH,KRNH,New Richmond Regional Airport,New Richmond,WI,45.1483,-92.538101,medium_airport,1.0
RND,KRND,KRND,Randolph Air Force Base,Universal City,TX,29.529699,-98.2789,medium_airport,2.0
